elements,imageUrlPath,studioEmail,styles,name
,http://latatuadora.com/wp-content/uploads/2017/03/12274491_977225832338750_239657803464032621_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12246655_977225919005408_2323277580266833344_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13055591_1057588210969178_8410239822065680757_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13051747_1057010847693581_5562998439091285611_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13051731_1057010881026911_1227919426611220949_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13007304_1057010867693579_4943692552928532734_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12987229_1057010897693576_1740957672306567115_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12376708_980973231964010_1032055373585595218_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12360122_980973321964001_2323098622499105870_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12345398_980973291964004_9102552828838875948_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12341569_980973265297340_2695428869051490312_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12341450_980973248630675_4553892677594016454_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12366147_977243842336949_7821172589939316051_o.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12360228_977243865670280_475665029291867921_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12360214_977243939003606_2681554389737916522_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12360028_977243909003609_3172426973704285648_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12310523_977243885670278_8096713859163559296_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13076767_1058154930912506_4252380564021062831_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13061952_1058154784245854_1075149352854168042_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13029562_1058154884245844_1421533717708976384_o.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/13006680_1058154847579181_5908773849206052267_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12994500_1058155047579161_4605321480243342660_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/12970794_1058154824245850_8926594747782902992_o.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12360244_977225439005456_7031984587646435112_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Ornamental,
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12376016_980973221964011_3588718799987793979_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Ornamental,
"Blackwork, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12342788_977243972336936_2867792826446951379_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Skull,
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/13077059_1060453944015938_8383877034006472338_n-1.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Geométrico,
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/13015640_1058720087522657_4603722280431151377_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Skull,Calavera con flores
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12342694_977225879005412_8175605609920378065_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Geométrico,Mandala
"Berlín, estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12360417_980975891963744_5726230545016882102_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Tribal,Bear
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/12341610_980452985349368_1981027862698480927_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,Realismo,Lotus
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/11216719_1058154474245885_3993471904873267646_n.jpg,yolotlkupuri_tattooypiercing@hotmail.com,,Girasol
"estudio, Geométrico, Ilustración, mexico, tatuaje, Trash polka, Viajes",http://latatuadora.com/wp-content/uploads/2017/03/13061940_1057588237635842_7143040683903830723_n-1-4.jpg,yolotlkupuri_tattooypiercing@hotmail.com,"Fantasía, Japones, Realismo",Geisha
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7372.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7369.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7368.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7366.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7365.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7364.jpg,custominklindavista@outlook.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_7363.jpg,custominklindavista@outlook.com,,
"estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/18009175_1762183890759467_1247025111_n.jpg,elkubotattoo@gmail.com,Animal,león
"estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/18090769_1762183920759464_1399715142_o.jpg,elkubotattoo@gmail.com,"abstracto, Figurativo, Ornamental",adornitos de flores
"estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/15491460_10211397428282261_273010370_o-1.jpg,elkubotattoo@gmail.com,"abstracto, Geométrico, Ornamental",puntillismo
"estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17916530_1757266507917872_941782824_o.jpg,elkubotattoo@gmail.com,"abstracto, Fantasía, Ornamental",león
"Bosquejo, estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17902047_10155187050536779_776851939_o.jpg,elkubotattoo@gmail.com,"abstracto, Fantasía, Ornamental",pato tattoo
"Blackwork, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17141609_1738148969829626_1244608740_n.jpg,elkubotattoo@gmail.com,abstracto,charro
"Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/15398990_1695181787459678_1311574349_o.jpg,elkubotattoo@gmail.com,"abstracto, Ornamental",la mascara
"estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/16106999_1711668729144317_95261061_o.jpg,elkubotattoo@gmail.com,abstracto,maquina con corazón
"estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/15357009_1806158796289116_1811469582_n-1.jpg,elkubotattoo@gmail.com,abstracto,corazón
"estudio, Geométrico, Ilustración, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/15401262_1806158682955794_1289822271_n.jpg,elkubotattoo@gmail.com,Geométrico,geometrías
"Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17911132_1757276404583549_904680276_n.jpg,elkubotattoo@gmail.com,abstracto,maquina
"Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17901869_1757276437916879_765091165_o.jpg,elkubotattoo@gmail.com,"abstracto, Realismo",mirada del leon
"mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17887685_1757276381250218_73194771_o.jpg,elkubotattoo@gmail.com,abstracto,flores
"estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17887414_1757276427916880_1135779875_o.jpg,elkubotattoo@gmail.com,"abstracto, Realismo",ancla
"estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17857250_1757276364583553_1571782416_n.jpg,elkubotattoo@gmail.com,Geométrico,america latina mandala
"Blackwork, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17857474_10212552425196462_205572863_n.jpg,elkubotattoo@gmail.com,"Animal, Cartoon, Dot Work, Fantasía, Figurativo, Ornamental",dulce venadito
"Blackwork, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17902569_10212552408596047_927610581_o.jpg,elkubotattoo@gmail.com,"Asiático, Dot Work, Fantasía, Figurativo, Geométrico, Ornamental, Religioso",manos mandala
"Blackwork, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17916380_10212552408956056_358761244_o.jpg,elkubotattoo@gmail.com,"Asiático, Dot Work, Figurativo, Geométrico, Japones, Ornamental, Religioso",mano de fatima
"Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17454800_10212343575175342_1295977512_o.jpg,elkubotattoo@gmail.com,"abstracto, Dot Work, Fantasía, Geométrico, old school",amor a la mexicana
"Blackwork, estudio, Geométrico, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17836984_10212509167835055_2127482878_o.jpg,elkubotattoo@gmail.com,"Asiático, Celta, Dot Work, Fantasía, Geométrico, Ornamental, Tribal",eye mandala
"Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/17571154_10212399811061204_602435735_o.jpg,elkubotattoo@gmail.com,"Dot Work, Skull",calavera huichol
"Blackwork, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/17500269_10212399873302760_1571939358_o.jpg,elkubotattoo@gmail.com,"Animal, Geométrico",tatuaje jaguar
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5273-1.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5271.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5268.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5266.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5263.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5262.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5217.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5201.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_5199.jpg,makandaxu@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/03/IMG_3345.jpg,makandaxu@gmail.com,,
"Acuarela, Blackwork, estudio, Ilustración, mexico, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/A5.jpg,capitalinkstudio@gmail.com,"abstracto, Acuarela, Fantasía, New School",
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/A4.jpg,capitalinkstudio@gmail.com,"Gótico, New School, Ornamental",Black
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/A3.jpg,capitalinkstudio@gmail.com,"Cartoon, Fantasía, New School, Skull",Sexy and Cold
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/A2.jpg,capitalinkstudio@gmail.com,"New School, Realismo, Skull",Old Chief
,http://latatuadora.com/wp-content/uploads/2017/04/a1-1.jpg,capitalinkstudio@gmail.com,"Animal, Fantasía, New School, Ornamental, Realismo",feather
"Acuarela, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/p5.jpg,capitalinkstudio@gmail.com,"Animal, Cartoon, Fantasía, New School",the Fox
"estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/p4.jpg,capitalinkstudio@gmail.com,"Animal, Cartoon, Fantasía, New School",Coocking squid
"Acuarela, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/p3.jpg,capitalinkstudio@gmail.com,"Cartoon, New School",Rick and Morty
"estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/p2.jpg,capitalinkstudio@gmail.com,"Acuarela, Cartoon, New School",ZIM
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/p1-2.jpg,capitalinkstudio@gmail.com,"Fantasía, Horror, Latino, New School, Ornamental, Religioso, Skull",La Santa
,http://latatuadora.com/wp-content/uploads/2017/06/780.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/345.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/0987.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/78.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/90.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/5665.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/565.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/898.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/099.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/3.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/2.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/06/1.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/27.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/50-1.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/46.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/47.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/18.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/20.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/30.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/16.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/48.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/13.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/10.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/15.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/44.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/1.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/8.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/52.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/51.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/55.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/54.jpg,tttruelines@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/7.jpg,tttruelines@gmail.com,,
"Blackwork, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0556.jpg,tttruelines@gmail.com,"Animal, Figurativo, Geométrico",Whale tattoo
"Blackwork, Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0199.jpg,tttruelines@gmail.com,"Animal, Ornamental",
"Blackwork, estudio, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0189.jpg,tttruelines@gmail.com,Geométrico,Compass
"Blackwork, estudio, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0551.jpg,tttruelines@gmail.com,"Animal, Figurativo, Geométrico",
"Blackwork, estudio, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0428.jpg,tttruelines@gmail.com,"Animal, Figurativo, Geométrico",Shark
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0554-1.jpg,tttruelines@gmail.com,New School,Stone clock
"estudio, tatuaje, Viajes",http://latatuadora.com/wp-content/uploads/2017/04/IMG_0559.jpg,tttruelines@gmail.com,Realismo,
Blackwork,http://latatuadora.com/wp-content/uploads/2017/04/IMG_0558.jpg,tttruelines@gmail.com,Religioso,Illuminati
,http://latatuadora.com/wp-content/uploads/2017/04/IMG_0561.jpg,tttruelines@gmail.com,Asiático,Cerezo
Blackwork,http://latatuadora.com/wp-content/uploads/2017/04/IMG_0566.jpg,tttruelines@gmail.com,Figurativo,Heart Tattoo
"Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/04/17269165_10154834178166084_608435836_o.jpg,tttruelines@gmail.com,Realismo,Cienfuegos
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/10681497_10152287825087691_203018411_n.jpg,tttruelines@gmail.com,Ornamental,Ruinas
"Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/04/card.jpg,tttruelines@gmail.com,old school,Cardinal
"Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/04/pepe-jones-ancla-1.jpg,tttruelines@gmail.com,Realismo,Anchor
"Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/04/dsc_0005.jpg,tttruelines@gmail.com,abstracto,Corazones
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/axa-yeah.jpg,tttruelines@gmail.com,Ornamental,Flor de Lis
mexico,http://latatuadora.com/wp-content/uploads/2017/04/Captura-de-pantalla-2017-04-06-a-las-12.08.56-p.m.-copia.jpg,tttruelines@gmail.com,Realismo,Whale Tail
mexico,http://latatuadora.com/wp-content/uploads/2017/04/Captura-de-pantalla-2017-04-06-a-las-12.09.08-p.m.-copia.jpg,tttruelines@gmail.com,Ornamental,Mandala tobillo
mexico,http://latatuadora.com/wp-content/uploads/2017/04/Captura-de-pantalla-2017-04-06-a-las-12.08.50-p.m.-copia.jpg,tttruelines@gmail.com,Realismo,Ktulu
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Captura-de-pantalla-2017-04-06-a-las-12.08.32-p.m.-copia.jpg,tttruelines@gmail.com,Japones,KOI
mexico,http://latatuadora.com/wp-content/uploads/2017/04/Captura-de-pantalla-2017-04-06-a-las-12.12.14-p.m.-copia.jpg,tttruelines@gmail.com,"New School, old school",Araña/ Custom
,http://latatuadora.com/wp-content/uploads/2017/04/14238334_1060127417419598_5789993619833315757_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/14068125_1045744625524544_833959648402354476_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/14222140_1060127444086262_3380641087650223268_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/13907023_1045744762191197_999842702701632246_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/14102715_1045744755524531_4910222688289165586_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/14021653_1045744788857861_32996509833394247_n.jpg,WENPIE_@HOTMAIL.COM,,
,http://latatuadora.com/wp-content/uploads/2017/04/14021495_1045744808857859_4376321762936454975_n.jpg,WENPIE_@HOTMAIL.COM,,
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/15775121_1814779912107882_7116616113561578656_o-1.jpg,sollefetattoo@gmail.com,"Dot Work, New School, Ornamental",MANO FLORAL
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/15025464_1793612660891274_598316233798713564_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School, Ornamental",PEONIAS
"Blackwork, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/18673296_1883137448605461_5329459311056124702_o.jpg,sollefetattoo@gmail.com,"Dot Work, Geométrico, New School",MANDALA
"Blackwork, Ilustración, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/18527253_1882337945352078_4662811355067930956_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School, Ornamental",STENCIL FLORES
,http://latatuadora.com/wp-content/uploads/2017/05/17966127_1869844069934799_5252585802611835485_o.jpg,sollefetattoo@gmail.com,"Animal, Dot Work, Insecto",Ajolote
,http://latatuadora.com/wp-content/uploads/2017/05/17880386_1865331373719402_3586183873969950344_o.jpg,sollefetattoo@gmail.com,"Dot Work, Figurativo, New School",CORAZÓN
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/17349787_1852500455002494_8807786320973473192_o.jpg,sollefetattoo@gmail.com,"Dot Work, Insecto, New School, Ornamental",ABEJITA
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/17310157_1854867534765786_4567711065080049992_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School, Ornamental",CORAZÓN
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/17097460_1844989735753566_3950474111448419977_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School",CRÁNEO FLORAL
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/15875391_1817132521872621_2540115121090140196_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School, Ornamental",PECES
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/05/14711322_1778356049083602_6791367105615764494_o.jpg,sollefetattoo@gmail.com,"Dot Work, New School",FOGATA
,http://latatuadora.com/wp-content/uploads/2017/04/venado-dotwork.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/toro-dotwork.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/pez-koi.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/mano-dotwork.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/mandala-acuarela.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/lobo.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/lechuza-dotwork.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/frida-studio-siete.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/craneo.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/craken-dotwork.jpg,berukalbertoaldana@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/pulpo.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/dogo.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/17904285_10154266546971761_5439562753877311895_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/17842347_1406867296038733_1883267136_n.png,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/17200983_609068169287096_7418208404569306900_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/16938821_10154165990811761_7464455016251439474_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/14900350_551235901736990_6101449718329854527_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/10857903_10152426198871761_7347879956105679479_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/602786_322402837865903_1533637851_n.jpg,blackbones45@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2017/04/182627_10150098459286761_6447445_n.jpg,blackbones45@gmail.com,,
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/skull.jpg,alexjaxtattoo@gmail.com,"Realismo, Skull",Skull
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Wolverine-ok.jpg,alexjaxtattoo@gmail.com,Realismo,Wolverine
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Tortuga-2.jpg,alexjaxtattoo@gmail.com,Realismo,Sea Turtle
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Tiburon.jpg,alexjaxtattoo@gmail.com,Realismo,White Shark
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Skull-2.jpg,alexjaxtattoo@gmail.com,"Realismo, Skull",Skull
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Rana.jpg,alexjaxtattoo@gmail.com,Realismo,Green Frog
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Lobo.jpg,alexjaxtattoo@gmail.com,Realismo,Wolf
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Kratos.jpg,alexjaxtattoo@gmail.com,Realismo,Kratos (God of War)
"Berlín, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Gnomo.jpg,alexjaxtattoo@gmail.com,Realismo,Gnome
"Berlín, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/04/Gene-Simmons.jpg,alexjaxtattoo@gmail.com,Realismo,Gene Simmons
